,SUBJECT,RATER,T1,atlas registration,REST1,REST2,REST3,REST4,MID1,MID2,SST1,SST2,nBack1,nBack2
2291,subject_004444,user_0066,1,2,2,2,2,2,2,2,2,2,2,2
2292,subject_003992,,1,1,3,3,3,0,0,0,0,0,0,0
2294,subject_004445,,1,1,1,1,1,1,1,1,1,1,1,1
2296,subject_004446,user_0066,1,2,1,1,1,1,1,1,1,1,1,1
2297,subject_004447,,1,1,2,2,2,2,0,0,2,2,2,2
2299,subject_004448,,1,1,0,0,0,0,0,0,0,0,0,0
2301,subject_003361,user_0066,1,2,1,1,1,0,1,1,1,1,1,1
2302,subject_003993,user_0066,3,3,1,1,1,1,1,1,1,1,1,1
2303,subject_003363,,1,1,1,1,1,1,1,1,1,0,1,1
2304,subject_003364,,1,1,1,1,1,1,0,0,1,1,0,0
2308,subject_004449,,1,1,1,1,1,0,1,1,2,2,1,1
2312,subject_004450,,1,1,1,1,1,1,1,1,1,1,0,0
2314,subject_003994,,2,2,2,3,2,2,2,2,2,2,3,3
2315,subject_004451,user_0066,2,2,1,1,1,1,1,2,1,2,1,1
2316,subject_003373,,1,1,1,1,1,2,1,2,2,0,1,1
2318,subject_004452,,1,1,0,0,0,0,0,0,0,0,0,0
2319,subject_003375,,1,1,1,1,1,1,0,0,1,1,1,1
2320,subject_003379,,1,1,1,1,1,0,1,1,1,1,1,1
2321,subject_003995,,1,1,1,1,1,1,1,1,2,3,2,0
2322,subject_004453,,1,1,1,1,1,1,1,0,2,1,1,1
2323,subject_004454,,1,1,0,0,0,0,0,0,0,0,0,0
2326,subject_003380,,1,1,1,1,1,1,1,1,1,1,1,1
2327,subject_004455,,1,1,1,2,1,2,1,2,0,0,0,0
2328,subject_003381,,1,1,1,1,1,1,1,1,1,0,1,1
2330,subject_004456,,1,1,1,1,1,1,1,1,1,1,1,1
2348,subject_003402,user_0066,1,1,1,1,1,0,1,1,1,1,1,1
2357,subject_003996,,3,3,3,2,3,3,2,2,2,3,3,3
2359,subject_003997,user_0066,2,3,3,3,3,3,3,3,3,3,3,3
2365,subject_003420,user_0066,2,2,2,2,2,2,2,2,2,2,2,2
2386,subject_003998,user_0066,1,2,1,1,1,1,3,3,1,1,3,1
2403,subject_003447,user_0066,1,2,2,2,2,2,2,2,2,2,2,2
2404,subject_004457,,1,1,1,1,1,1,1,2,1,1,1,1
2405,subject_004458,,2,2,2,2,2,0,0,0,2,2,2,2
2406,subject_004459,,1,2,3,0,0,0,1,0,3,0,0,0
2408,subject_004460,,2,2,1,1,1,1,1,1,0,1,1,1
2410,subject_004461,,2,2,1,1,1,1,1,1,0,1,1,1
2411,subject_004462,,2,2,1,1,1,1,1,1,1,1,1,1
2412,subject_003999,,3,3,3,3,3,3,0,0,3,3,3,3
2414,subject_003459,,2,2,2,2,2,2,2,2,2,2,1,1
2415,subject_004463,,1,2,2,2,2,2,2,1,1,1,2,2
2417,subject_004000,,3,3,1,1,1,1,2,2,2,2,2,1
2420,subject_004001,,3,2,1,2,2,2,2,1,2,2,1,1
2422,subject_004002,user_0066,3,3,1,1,1,0,1,1,1,1,1,1
2423,subject_003469,,2,2,2,2,0,0,1,1,0,0,0,0
2424,subject_003471,,1,1,2,2,2,2,2,2,2,2,2,2
2425,subject_004003,,3,2,2,2,2,2,2,2,3,3,2,2
2427,subject_004464,,2,2,2,2,2,2,2,2,2,2,2,2
2428,subject_004465,user_0066,1,1,1,1,1,1,2,1,1,1,1,1
2429,subject_003473,,1,2,2,2,2,0,2,2,2,2,2,2
2430,subject_004004,,1,2,2,2,2,2,2,2,2,3,2,2
2431,subject_003474,,2,2,2,2,2,0,0,0,0,0,2,2
2432,subject_004466,,1,2,2,2,2,2,2,2,2,0,2,2
2434,subject_004467,,1,1,2,2,2,0,1,2,1,2,1,2
2435,subject_004468,,1,1,2,2,1,2,2,2,2,2,1,1
2436,subject_004469,user_0066,1,1,1,1,1,2,1,1,1,2,1,1
2437,subject_004470,,2,0,0,0,0,0,0,0,0,0,0,0
2438,subject_004471,,2,2,2,2,2,2,1,2,2,2,2,2
2439,subject_003479,,2,2,2,1,1,1,1,1,1,1,1,1
2441,subject_004005,,2,1,2,2,2,2,1,1,0,3,2,0
2442,subject_004472,,2,2,2,0,0,0,0,0,0,0,0,0
2443,subject_003488,,2,2,2,2,2,2,2,2,2,2,2,2
2444,subject_003489,,3,3,2,2,2,3,0,0,2,2,0,0
2446,subject_004473,,1,0,0,0,0,0,0,0,0,0,0,0
2448,subject_004474,,2,2,1,1,2,2,2,2,2,2,2,2
2449,subject_004475,,2,2,2,2,2,2,1,2,1,1,1,1
2460,subject_004007,user_0066,1,1,1,1,1,1,2,1,1,1,1,3
2462,subject_004476,user_0066,2,2,2,2,0,0,2,2,2,2,2,2
2463,subject_004477,,1,2,2,0,0,0,0,0,0,0,0,0
2465,subject_004478,,1,1,1,1,1,1,1,1,1,1,1,1
2469,subject_003510,,2,2,2,2,2,0,2,2,2,2,2,2
2470,subject_004479,,1,2,1,1,1,1,0,0,0,0,0,0
2471,subject_003512,user_0066,3,1,1,1,1,1,1,1,0,0,1,0
2472,subject_004480,user_0066,2,1,1,1,1,1,1,1,1,1,1,1
2473,subject_004481,,1,2,2,2,2,2,2,2,0,0,0,0
2474,subject_004482,,2,1,2,2,2,0,2,2,2,2,2,2
2476,subject_003517,,1,0,0,0,0,0,0,0,0,0,0,0
2477,subject_004483,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2479,subject_003523,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2480,subject_004484,,1,0,0,0,0,0,0,0,0,0,0,0
2481,subject_004008,user_0066,2,3,1,1,1,2,1,1,1,1,1,1
2482,subject_003525,,1,2,2,2,2,2,0,0,2,2,2,2
2483,subject_004485,,1,1,2,2,2,2,2,2,2,2,2,2
2484,subject_003526,,1,2,1,1,1,1,1,1,1,1,1,1
2485,subject_004486,,1,2,2,2,2,0,2,2,2,2,2,2
2486,subject_004009,,3,3,2,0,0,0,0,0,2,2,2,2
2487,subject_004487,user_0066,2,2,1,1,1,1,1,1,1,1,1,1
2488,subject_004010,,1,2,2,2,2,3,0,0,2,2,2,2
2490,subject_004488,,2,1,2,2,0,0,0,0,2,2,2,2
2491,subject_004489,,1,1,1,1,1,1,1,1,1,1,1,1
2493,subject_003528,,1,1,1,1,1,1,1,1,0,0,0,0
2494,subject_004011,,2,3,3,3,3,0,3,3,0,0,3,3
2495,subject_004490,,2,1,1,1,0,0,0,0,0,0,0,0
2497,subject_004491,,2,1,2,2,2,2,0,0,0,0,0,0
2499,subject_004492,,1,2,2,2,2,2,2,2,2,2,2,2
2501,subject_004493,user_0066,1,2,1,1,2,2,1,1,2,2,2,2
2502,subject_004494,,1,0,0,0,0,0,0,0,0,0,0,0
2503,subject_003533,,1,0,0,0,0,0,0,0,0,0,0,0
2505,subject_004495,,1,1,2,2,2,2,2,2,2,2,2,2
2506,subject_003537,,1,0,0,0,0,0,0,0,0,0,0,0
2507,subject_004496,,1,1,2,2,2,2,2,2,2,2,2,2
2509,subject_004497,,1,2,1,1,1,1,1,1,1,1,1,1
2510,subject_004498,,1,1,2,2,2,2,2,2,2,2,2,2
2511,subject_004499,,2,2,2,2,2,2,2,2,2,2,2,2
2512,subject_003538,,1,1,2,2,2,2,2,2,2,2,2,2
2514,subject_004500,,2,2,2,2,2,0,2,2,2,2,2,2
2515,subject_004012,,3,3,2,3,3,3,2,2,0,0,0,0
2516,subject_004501,,1,1,1,1,1,1,1,1,1,2,1,1
2517,subject_004502,,3,3,2,2,2,2,1,1,1,1,1,1
2519,subject_004503,,1,0,0,0,0,0,0,0,0,0,0,0
2520,subject_004041,,2,2,2,3,2,2,2,2,2,2,2,2
2521,subject_004504,,1,1,2,2,2,0,2,2,2,2,2,2
2523,subject_004505,,2,2,1,1,1,1,1,1,1,1,1,1
2524,subject_004506,user_0066,2,1,1,1,1,0,0,0,0,0,1,1
2525,subject_004507,,1,1,1,1,1,1,1,1,1,1,1,1
2526,subject_004508,,1,2,1,1,1,1,0,0,0,0,0,0
2527,subject_003544,,1,1,2,2,2,0,0,0,0,0,2,0
2529,subject_004509,,1,2,1,1,1,1,1,1,1,1,1,1
2530,subject_004510,,1,1,1,1,1,1,1,1,1,1,1,1
2533,subject_004511,,2,2,2,2,2,2,0,0,0,0,0,0
2534,subject_004512,,1,0,0,0,0,0,0,0,0,0,0,0
2535,subject_004513,,1,2,1,1,1,1,1,1,1,1,1,1
2536,subject_004514,user_0066,2,1,2,2,0,0,0,0,0,0,0,0
2537,subject_004515,,1,2,2,2,2,0,2,2,2,2,2,2
2538,subject_004516,,1,2,2,2,2,2,2,2,2,2,2,2
2541,subject_003551,,1,1,2,2,2,2,3,2,2,2,2,2
2542,subject_004517,,1,1,2,2,2,1,1,1,1,2,1,1
2544,subject_004013,,3,3,1,1,1,1,1,1,1,1,1,1
2545,subject_004518,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
2547,subject_004519,,0,0,0,0,0,0,0,0,0,0,0,0
2550,subject_004520,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
2555,subject_004521,user_0066,1,2,2,2,2,2,2,2,2,2,2,2
2567,subject_004015,,2,3,3,3,3,3,3,3,3,3,3,3
2573,subject_003568,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2577,subject_004016,,2,3,3,3,3,3,3,3,2,3,3,3
2584,subject_004522,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
2585,subject_003575,user_0066,1,2,1,1,1,1,1,1,1,2,0,0
2587,subject_004017,,2,3,2,3,3,0,0,0,2,3,3,3
2591,subject_004523,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2594,subject_004524,user_0066,2,2,2,2,2,2,2,2,2,2,2,2
2602,subject_004525,user_0066,1,1,1,1,1,0,1,1,0,0,1,1
2603,subject_004526,,1,2,2,2,2,2,0,0,0,0,0,0
2605,subject_004527,,1,1,1,1,1,1,1,1,1,1,1,1
2606,subject_004018,,2,2,2,2,2,2,2,2,3,3,2,2
2607,subject_004528,,1,1,1,1,1,1,1,1,1,1,1,1
2609,subject_004019,,2,2,2,2,0,0,2,2,3,3,3,3
2610,subject_004529,,1,2,1,1,1,1,1,0,0,0,0,0
2612,subject_004530,,1,1,1,1,1,1,1,1,1,1,1,1
2613,subject_004531,user_0066,1,2,1,1,0,0,1,1,1,1,1,1
2614,subject_004532,,1,1,1,1,1,1,1,1,1,1,1,1
2615,subject_004533,,1,1,1,1,1,1,1,1,1,1,1,1
2617,subject_004534,,1,1,1,1,1,1,1,1,1,1,1,1
2618,subject_004535,,1,1,1,1,1,1,1,1,1,1,1,1
2619,subject_004536,,1,1,1,1,1,1,1,1,1,1,1,1
2620,subject_004537,,1,1,1,1,1,1,1,1,1,1,1,1
2621,subject_004538,,1,1,1,1,1,0,1,1,1,1,1,1
2622,subject_004539,,1,1,1,1,1,1,1,1,1,1,1,1
2623,subject_004540,,1,0,1,1,1,1,1,1,1,1,2,2
2624,subject_004541,,1,1,1,1,1,1,1,1,1,1,1,1
2626,subject_003591,,1,1,2,2,2,2,2,2,2,2,2,2
2628,subject_004542,,1,1,2,1,1,1,1,1,1,1,1,1
2629,subject_004543,,1,2,2,2,2,2,0,0,2,2,0,0
2630,subject_004020,,1,2,2,2,2,2,2,2,3,3,3,3
2633,subject_004544,,1,1,1,1,1,1,1,1,1,1,1,1
2634,subject_003595,,1,1,1,1,0,0,0,0,0,0,0,0
2635,subject_004545,,1,1,1,1,1,1,1,1,1,1,1,1
2636,subject_004546,,1,1,1,1,1,1,1,1,1,1,1,1
2637,subject_004021,user_0066,1,1,2,2,2,3,0,0,0,0,0,0
2638,subject_003599,,1,1,1,1,1,1,1,1,1,1,1,1
2639,subject_004547,,1,1,1,1,1,1,1,1,1,1,1,1
2640,subject_004548,,1,1,2,2,2,2,2,2,2,0,2,2
2642,subject_003600,,1,1,2,2,2,2,2,2,2,2,2,2
2643,subject_004549,,1,1,1,1,1,1,1,1,1,1,1,1
2644,subject_004022,user_0066,1,1,1,1,3,3,1,1,1,0,1,1
2645,subject_004550,,1,1,1,1,1,1,1,1,1,1,1,1
2646,subject_004023,,1,1,1,1,1,3,1,1,2,2,2,2
2649,subject_004551,user_0066,2,2,1,1,1,1,1,1,1,1,1,1
2650,subject_003603,,1,1,1,1,1,3,3,3,1,1,3,3
2651,subject_003604,,1,1,2,2,2,2,2,2,1,1,1,1
2652,subject_004024,,1,1,3,3,1,2,3,3,3,3,3,3
2654,subject_003605,,1,1,1,1,1,1,1,1,1,1,1,1
2655,subject_004552,user_0066,2,2,2,2,2,2,2,2,2,2,2,2
2656,subject_004025,,3,2,2,2,2,2,2,2,2,2,2,2
2657,subject_004553,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
2658,subject_003607,,1,1,2,2,2,2,2,2,2,2,2,2
2659,subject_004554,,2,2,1,1,1,1,1,1,1,1,1,1
2661,subject_004555,,1,2,1,1,1,1,1,1,1,1,1,1
2662,subject_003609,,1,1,1,1,1,1,1,1,1,1,1,1
2664,subject_004556,,2,1,1,1,1,1,0,0,1,1,0,0
2666,subject_003614,,1,1,2,2,2,2,2,2,2,3,2,2
2669,subject_003620,,2,2,2,2,0,0,2,2,2,2,0,0
2670,subject_004026,,2,2,2,2,2,2,3,3,3,3,3,2
2671,subject_003622,,3,2,2,2,2,2,2,2,2,2,2,2
2672,subject_004557,,1,1,2,2,2,2,0,0,0,0,0,0
2673,subject_003624,,1,1,1,1,1,1,1,1,1,1,1,1
2674,subject_003625,,2,1,2,2,3,3,2,2,2,2,2,2
2675,subject_004558,user_0066,1,1,1,1,1,0,1,1,1,1,1,1
2676,subject_003627,,1,1,1,1,1,1,1,1,1,1,1,1
2677,subject_003628,,1,2,2,2,2,0,2,2,2,2,2,2
2678,subject_004027,user_0066,3,2,2,2,2,2,2,2,0,0,0,0
2679,subject_004559,,1,1,1,1,1,1,1,1,1,1,1,1
2681,subject_003633,,2,2,1,1,1,1,1,1,1,1,1,1
2682,subject_004560,user_0066,1,2,1,1,1,1,1,1,1,1,1,1
2684,subject_004561,,1,1,1,0,0,0,1,1,0,0,1,1
2685,subject_003636,,2,2,2,2,2,2,2,2,2,2,2,2
2686,subject_003637,,1,2,1,1,1,0,1,1,1,1,1,1
2688,subject_004028,,1,2,2,2,0,0,3,3,3,3,0,0
2689,subject_004562,,0,1,2,2,0,0,0,0,0,0,0,0
2691,subject_003642,,2,1,1,1,1,1,1,2,1,1,1,1
2692,subject_003645,,1,2,2,2,2,2,2,2,2,2,2,2
2693,subject_004563,,2,2,1,1,1,1,1,1,1,1,1,1
2694,subject_003648,,1,2,2,2,2,2,2,2,2,2,2,2
2695,subject_003650,,1,1,1,1,1,1,0,0,0,0,0,0
2697,subject_004564,,2,1,1,2,2,2,2,2,2,2,2,2
2698,subject_003654,,1,1,1,1,1,1,1,1,1,1,1,1
2699,subject_003655,,1,1,2,2,2,0,2,2,2,2,2,2
2700,subject_003656,,2,2,1,1,1,1,0,0,0,0,1,1
2702,subject_003661,,3,3,2,2,2,0,2,2,2,2,2,2
2703,subject_003663,,1,2,2,2,2,2,2,2,2,2,2,2
2704,subject_003666,,2,2,2,2,2,2,2,2,0,0,0,0
2705,subject_003667,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2707,subject_003670,,1,1,2,2,3,0,2,1,0,0,1,2
2710,subject_003675,,1,1,1,1,1,0,0,0,0,0,1,1
2711,subject_004029,user_0066,1,1,1,1,1,1,1,1,1,3,3,3
2712,subject_003679,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2713,subject_003681,user_0052,2,2,1,1,1,1,1,1,1,1,1,1
2714,subject_003682,user_0052,1,1,1,1,1,0,1,1,1,1,1,1
2715,subject_003683,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2716,subject_004565,user_0052,1,2,1,1,1,0,0,0,0,0,0,0
2717,subject_004566,user_0052,2,2,1,1,1,1,2,2,0,0,0,0
2718,subject_003690,user_0052,3,1,2,2,2,0,2,2,0,0,0,0
2719,subject_004567,user_0066,1,2,2,2,2,0,2,2,0,0,2,2
2720,subject_004568,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2721,subject_004569,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2722,subject_004570,user_0052,1,2,1,1,1,1,1,1,1,1,1,1
2723,subject_003694,user_0052,1,2,2,2,2,2,2,2,2,2,2,2
2725,subject_004571,,2,2,2,2,2,2,2,2,2,2,2,2
2726,subject_004030,user_0052,1,2,3,3,0,0,0,0,0,0,0,0
2727,subject_003698,user_0052,1,2,1,2,2,0,1,1,0,0,0,0
2728,subject_004031,user_0052,1,1,1,2,0,0,2,3,0,0,1,1
2730,subject_004572,user_0052,2,2,1,1,1,0,1,1,1,1,0,0
2731,subject_003701,user_0066,2,1,2,2,0,0,0,0,3,2,2,2
2732,subject_003704,user_0052,1,3,2,2,3,2,2,2,0,0,3,3
2733,subject_003708,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2734,subject_004573,user_0052,1,1,1,1,0,0,0,0,0,0,0,0
2736,subject_003710,user_0052,1,3,1,1,1,1,1,1,1,1,1,1
2737,subject_004574,user_0052,1,2,1,1,1,0,1,1,1,1,1,1
2739,subject_004575,user_0064,1,1,1,1,1,1,1,2,1,1,1,2
2740,subject_004576,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2742,subject_004577,user_0052,1,1,1,1,1,0,0,0,0,0,0,0
2743,subject_004032,user_0052,1,3,1,1,1,1,2,1,1,2,1,2
2746,subject_004578,user_0064,2,1,2,2,2,2,1,2,2,2,2,1
2747,subject_004033,user_0052,1,2,1,1,1,0,1,1,3,3,3,3
2748,subject_004579,,1,1,2,2,2,2,2,2,2,2,2,2
2749,subject_003718,user_0052,1,1,1,1,1,1,1,1,1,1,1,1
2750,subject_003719,user_0052,1,3,1,1,1,1,1,1,0,0,0,0
2751,subject_004580,,1,0,0,0,0,0,0,0,0,0,0,0
2752,subject_003720,,1,1,1,1,1,1,1,1,1,1,1,1
2754,subject_004581,,2,2,1,1,1,0,1,1,1,1,1,1
2758,subject_004582,,2,2,1,1,1,0,1,1,1,1,1,1
2760,subject_004583,,2,0,0,0,0,0,0,0,0,0,0,0
2763,subject_003736,,1,0,0,0,0,0,0,0,0,0,0,0
2765,subject_004584,,1,0,0,0,0,0,0,0,0,0,0,0
2766,subject_003737,,1,1,2,2,0,0,2,2,0,0,2,2
2767,subject_004585,user_0064,2,2,2,2,1,2,2,2,2,2,2,2
2768,subject_004586,,1,1,2,2,0,0,0,0,0,0,0,0
2770,subject_004034,,3,3,1,1,1,1,1,1,1,1,1,1
2772,subject_004587,,1,1,1,1,1,1,1,2,0,0,1,1
2773,subject_004588,user_0064,1,1,1,1,1,1,1,1,1,1,1,1
2774,subject_003742,,1,2,2,2,2,0,2,3,2,2,2,2
2775,subject_004589,,1,0,0,0,0,0,0,0,0,0,0,0
2776,subject_004035,,1,1,1,3,1,1,1,1,1,1,1,1
2777,subject_003743,,1,1,1,1,1,1,1,1,1,1,1,1
2778,subject_004590,,1,1,1,1,1,0,0,0,0,0,0,0
2779,subject_004591,,1,0,0,0,0,0,0,0,0,0,0,0
2780,subject_004592,,1,2,2,0,0,0,0,0,0,0,0,0
2781,subject_003746,user_0064,2,1,2,1,2,1,1,1,2,2,2,2
2782,subject_003747,,1,1,1,1,1,1,1,1,1,1,1,1
2783,subject_004593,,1,2,1,1,1,1,1,1,1,1,1,1
2785,subject_004594,,2,1,2,2,2,2,2,2,0,0,2,2
2786,subject_004036,,3,2,2,2,2,2,0,0,2,2,0,0
2787,subject_004595,,1,1,1,1,1,1,1,1,1,1,1,1
2788,subject_003749,,3,3,1,1,1,1,1,1,1,1,0,0
2789,subject_003750,,3,3,2,2,2,2,2,2,2,2,2,2
2790,subject_003752,,1,0,0,0,0,0,0,0,0,0,0,0
2791,subject_004037,,2,2,2,2,2,2,3,2,3,3,2,2
2793,subject_003757,,3,2,2,0,0,0,2,0,0,0,0,0
2794,subject_003762,user_0064,3,2,1,1,1,2,2,2,2,2,2,2
2795,subject_004596,user_0064,1,2,1,1,1,1,1,1,1,1,1,1
2796,subject_003768,,2,1,2,2,0,0,2,2,2,2,2,2
2797,subject_003781,,1,2,1,1,1,1,1,1,1,1,1,1
2798,subject_004597,,1,0,0,0,0,0,0,0,0,0,0,0
2800,subject_003784,user_0066,1,1,2,2,2,2,2,2,2,2,2,2
2801,subject_003785,user_0064,2,1,2,2,2,2,2,2,2,2,2,2
2803,subject_004598,,1,0,0,0,0,0,0,0,0,0,0,0
2804,subject_003794,,1,1,2,2,2,2,2,2,2,2,2,2
2805,subject_003797,,3,0,0,0,0,0,0,0,0,0,0,0
2808,subject_003803,user_0064,1,1,1,1,1,1,1,1,1,1,1,1
2810,subject_003807,,1,1,1,0,0,0,0,0,0,0,0,0
2811,subject_003810,user_0064,2,3,2,2,2,2,2,2,2,2,3,3
2812,subject_003811,user_0064,1,1,1,1,1,2,1,1,1,2,2,2
2813,subject_003813,user_0064,1,1,1,1,1,1,1,1,1,1,1,1
2815,subject_003819,user_0066,1,1,1,1,1,1,1,1,1,1,1,1
2817,subject_003821,,1,0,0,0,0,0,0,0,0,0,0,0
2818,subject_004038,,2,2,2,2,2,2,2,2,3,2,2,2
2819,subject_003825,,1,2,2,0,0,0,0,0,0,0,0,0
2820,subject_003826,,3,3,1,1,0,0,0,0,0,0,0,0
2824,subject_004599,user_0064,1,1,1,1,1,1,1,2,1,1,1,2
2825,subject_004600,user_0064,2,1,2,2,2,2,1,2,2,2,2,1
2826,subject_004601,,2,2,1,1,1,0,1,1,0,0,1,1
2828,subject_004602,user_0064,2,2,2,2,1,2,2,2,2,2,2,2
2829,subject_003838,user_0064,2,2,3,1,1,3,3,1,1,1,1,1
2831,subject_004039,user_0066,1,1,1,3,1,1,1,1,2,1,2,3
